1001/100	7+8
9187	918	6/9
9188	918	7/9
9189	918	8/9
9190	919	0/9
9191	X
9192	919	1/9
9193	919	2/9
9194	919	3/9
9195	919	4/9
9196	919	5/9
9197	919	6/9
9198	919	7/9
9199	X
9200	919	8/9
9201	920	0/8
9202	920	1/8
9203	920	2/8
9204	920	3/8
9205	920	4/8
9206	920	5/8
9207	X
9208	920	6/8
9209	920	7/8
9210	921	0/9
9211	921	1/9
9212	921	2/9
9213	921	3/9
9214	921	4/9
9215	X
9216	921	5/9
9217	921	6/9
9218	921	7/9
9219	921	8/9
9220	922	0/9
9221	922	1/9
9222	922	2/9
9223	X
9224	922	3/9
9225	922	4/9
9226	922	5/9
9227	922	6/9
9228	922	7/9
9229	922	8/9
9230	923	0/9
9231	X
9232	923	1/9
9233	923	2/9
9234	923	3/9
9235	923	4/9
9236	923	5/9
9237	923	6/9
9238	923	7/9
9239	X
9240	923	8/9
9241	924	0/8
9242	924	1/8
9243	924	2/8
9244	924	3/8
9245	924	4/8
9246	924	5/8
9247	X
9248	924	6/8
9249	924	7/8
9250	925	0/9
9251	925	1/9
9252	925	2/9
9253	925	3/9
9254	925	4/9
9255	X
9256	925	5/9
9257	925	6/9
9258	925	7/9
9259	925	8/9
9260	926	0/9
9261	926	1/9
9262	926	2/9
9263	X
9264	926	3/9
9265	926	4/9
9266	926	5/9
9267	926	6/9
9268	926	7/9
9269	926	8/9
9270	927	0/9
9271	X
9272	927	1/9
9273	927	2/9
9274	927	3/9
9275	927	4/9
9276	927	5/9
9277	927	6/9
9278	927	7/9
9279	X
9280	927	8/9
9281	928	0/8
9282	928	1/8
9283	928	2/8
9284	928	3/8
9285	928	4/8
9286	928	5/8
9287	X
9288	928	6/8
9289	928	7/8
9290	929	0/9
9291	929	1/9
9292	929	2/9
9293	929	3/9
9294	929	4/9
9295	X
9296	929	5/9
9297	929	6/9
9298	929	7/9
9299	929	8/9
9300	930	0/9
9301	930	1/9
9302	930	2/9
9303	X
9304	930	3/9
9305	930	4/9
9306	930	5/9
9307	930	6/9
9308	930	7/9
9309	930	8/9
9310	931	0/9
9311	X
9312	931	1/9
9313	931	2/9
9314	931	3/9
9315	931	4/9
9316	931	5/9
9317	931	6/9
9318	931	7/9
9319	X
9320	931	8/9
9321	932	0/8
9322	932	1/8
9323	932	2/8
9324	932	3/8
9325	932	4/8
9326	932	5/8
9327	X
9328	932	6/8
9329	932	7/8
9330	933	0/9
9331	933	1/9
9332	933	2/9
9333	933	3/9
9334	933	4/9
9335	X
9336	933	5/9
9337	933	6/9
9338	933	7/9
9339	933	8/9
9340	934	0/9
9341	934	1/9
9342	934	2/9
9343	X
9344	934	3/9
9345	934	4/9
9346	934	5/9
9347	934	6/9
9348	934	7/9
9349	934	8/9
9350	935	0/9
9351	X
9352	935	1/9
9353	935	2/9
9354	935	3/9
9355	935	4/9
9356	935	5/9
9357	935	6/9
9358	935	7/9
9359	X
9360	935	8/9
9361	936	0/8
9362	936	1/8
9363	936	2/8
9364	936	3/8
9365	936	4/8
9366	936	5/8
9367	X
9368	936	6/8
9369	936	7/8
9370	937	0/9
9371	937	1/9
9372	937	2/9
9373	937	3/9
9374	937	4/9
9375	X
9376	937	5/9
9377	937	6/9
9378	937	7/9
9379	937	8/9
9380	938	0/9
9381	938	1/9
9382	938	2/9
9383	X
9384	938	3/9
9385	938	4/9
9386	938	5/9
9387	938	6/9
9388	938	7/9
9389	938	8/9
9390	939	0/9
9391	X
9392	939	1/9
9393	939	2/9
9394	939	3/9
9395	939	4/9
9396	939	5/9
9397	939	6/9
9398	939	7/9
9399	X
9400	939	8/9
9401	940	0/8
9402	940	1/8
9403	940	2/8
9404	940	3/8
9405	940	4/8
9406	940	5/8
9407	X
9408	940	6/8
9409	940	7/8
9410	941	0/9
9411	941	1/9
9412	941	2/9
9413	941	3/9
9414	941	4/9
9415	X
9416	941	5/9
9417	941	6/9
9418	941	7/9
9419	941	8/9
9420	942	0/9
9421	942	1/9
9422	942	2/9
9423	X
9424	942	3/9
9425	942	4/9
9426	942	5/9
9427	942	6/9
9428	942	7/9
9429	942	8/9
9430	943	0/9
9431	X
9432	943	1/9
9433	943	2/9
9434	943	3/9
9435	943	4/9
9436	943	5/9
9437	943	6/9
9438	943	7/9
9439	X
9440	943	8/9
9441	944	0/8
9442	944	1/8
9443	944	2/8
9444	944	3/8
9445	944	4/8
9446	944	5/8
9447	X
9448	944	6/8
9449	944	7/8
9450	945	0/9
9451	945	1/9
9452	945	2/9
9453	945	3/9
9454	945	4/9
9455	X
9456	945	5/9
9457	945	6/9
9458	945	7/9
9459	945	8/9
9460	946	0/9
9461	946	1/9
9462	946	2/9
9463	X
9464	946	3/9
9465	946	4/9
9466	946	5/9
9467	946	6/9
9468	946	7/9
9469	946	8/9
9470	947	0/9
9471	X
9472	947	1/9
9473	947	2/9
9474	947	3/9
9475	947	4/9
9476	947	5/9
9477	947	6/9
9478	947	7/9
9479	X
9480	947	8/9
9481	948	0/8
9482	948	1/8
9483	948	2/8
9484	948	3/8
9485	948	4/8
9486	948	5/8
9487	X
9488	948	6/8
9489	948	7/8
9490	949	0/9
9491	949	1/9
9492	949	2/9
9493	949	3/9
9494	949	4/9
9495	X
9496	949	5/9
9497	949	6/9
9498	949	7/9
9499	949	8/9
9500	950	0/9
9501	950	1/9
9502	950	2/9
9503	X
9504	950	3/9
9505	950	4/9
9506	950	5/9
9507	950	6/9
9508	950	7/9
9509	950	8/9
9510	951	0/9
9511	X
9512	951	1/9
9513	951	2/9
9514	951	3/9
9515	951	4/9
9516	951	5/9
9517	951	6/9
9518	951	7/9
9519	X
9520	951	8/9
9521	952	0/8
9522	952	1/8
9523	952	2/8
9524	952	3/8
9525	952	4/8
9526	952	5/8
9527	X
9528	952	6/8
9529	952	7/8
9530	953	0/9
9531	953	1/9
9532	953	2/9
9533	953	3/9
9534	953	4/9
9535	X
9536	953	5/9
9537	953	6/9
9538	953	7/9
9539	953	8/9
9540	954	0/9
9541	954	1/9
9542	954	2/9
9543	X
9544	954	3/9
9545	954	4/9
9546	954	5/9
9547	954	6/9
9548	954	7/9
9549	954	8/9
9550	955	0/9
9551	X
9552	955	1/9
9553	955	2/9
9554	955	3/9
9555	955	4/9
9556	955	5/9
9557	955	6/9
9558	955	7/9
9559	X
9560	955	8/9
9561	956	0/8
9562	956	1/8
9563	956	2/8
9564	956	3/8
9565	956	4/8
9566	956	5/8
9567	X
9568	956	6/8
9569	956	7/8
9570	957	0/9
9571	957	1/9
9572	957	2/9
9573	957	3/9
9574	957	4/9
9575	X
9576	957	5/9
9577	957	6/9
9578	957	7/9
9579	957	8/9
9580	958	0/9
9581	958	1/9
9582	958	2/9
9583	X
9584	958	3/9
9585	958	4/9
9586	958	5/9
9587	958	6/9
9588	958	7/9
9589	958	8/9
9590	959	0/9
9591	X
9592	959	1/9
9593	959	2/9
9594	959	3/9
9595	959	4/9
9596	959	5/9
9597	959	6/9
9598	959	7/9
9599	X
9600	959	8/9
9601	960	0/8
9602	960	1/8
9603	960	2/8
9604	960	3/8
9605	960	4/8
9606	960	5/8
9607	X
9608	960	6/8
9609	960	7/8
9610	961	0/9
9611	961	1/9
9612	961	2/9
9613	961	3/9
9614	961	4/9
9615	X
9616	961	5/9
9617	961	6/9
9618	961	7/9
9619	961	8/9
9620	962	0/9
9621	962	1/9
9622	962	2/9
9623	X
9624	962	3/9
9625	962	4/9
9626	962	5/9
9627	962	6/9
9628	962	7/9
9629	962	8/9
9630	963	0/9
9631	X
9632	963	1/9
9633	963	2/9
9634	963	3/9
9635	963	4/9
9636	963	5/9
9637	963	6/9
9638	963	7/9
9639	X
9640	963	8/9
9641	964	0/8
9642	964	1/8
9643	964	2/8
9644	964	3/8
9645	964	4/8
9646	964	5/8
9647	X
9648	964	6/8
9649	964	7/8
9650	965	0/9
9651	965	1/9
9652	965	2/9
9653	965	3/9
9654	965	4/9
9655	X
9656	965	5/9
9657	965	6/9
9658	965	7/9
9659	965	8/9
9660	966	0/9
9661	966	1/9
9662	966	2/9
9663	X
9664	966	3/9
9665	966	4/9
9666	966	5/9
9667	966	6/9
9668	966	7/9
9669	966	8/9
9670	967	0/9
9671	X
9672	967	1/9
9673	967	2/9
9674	967	3/9
9675	967	4/9
9676	967	5/9
9677	967	6/9
9678	967	7/9
9679	X
9680	967	8/9
9681	968	0/8
9682	968	1/8
9683	968	2/8
9684	968	3/8
9685	968	4/8
9686	968	5/8
9687	X
9688	968	6/8
9689	968	7/8
9690	969	0/9
9691	969	1/9
9692	969	2/9
9693	969	3/9
9694	969	4/9
9695	X
9696	969	5/9
9697	969	6/9
9698	969	7/9
9699	969	8/9
9700	970	0/9
9701	970	1/9
9702	970	2/9
9703	X
9704	970	3/9
9705	970	4/9
9706	970	5/9
9707	970	6/9
9708	970	7/9
9709	970	8/9
9710	971	0/9
9711	X
9712	971	1/9
9713	971	2/9
9714	971	3/9
9715	971	4/9
9716	971	5/9
9717	971	6/9
9718	971	7/9
9719	X
9720	971	8/9
9721	972	0/8
9722	972	1/8
9723	972	2/8
9724	972	3/8
9725	972	4/8
9726	972	5/8
9727	X
9728	972	6/8
9729	972	7/8
9730	973	0/9
9731	973	1/9
9732	973	2/9
9733	973	3/9
9734	973	4/9
9735	X
9736	973	5/9
9737	973	6/9
9738	973	7/9
9739	973	8/9
9740	974	0/9
9741	974	1/9
9742	974	2/9
9743	X
9744	974	3/9
9745	974	4/9
9746	974	5/9
9747	974	6/9
9748	974	7/9
9749	974	8/9
9750	975	0/9
9751	X
9752	975	1/9
9753	975	2/9
9754	975	3/9
9755	975	4/9
9756	975	5/9
9757	975	6/9
9758	975	7/9
9759	X
9760	975	8/9
9761	976	0/8
9762	976	1/8
9763	976	2/8
9764	976	3/8
9765	976	4/8
9766	976	5/8
9767	X
9768	976	6/8
9769	976	7/8
9770	977	0/9
9771	977	1/9
9772	977	2/9
9773	977	3/9
9774	977	4/9
9775	X
9776	977	5/9
9777	977	6/9
9778	977	7/9
9779	977	8/9
9780	978	0/9
9781	978	1/9
9782	978	2/9
9783	X
9784	978	3/9
9785	978	4/9
9786	978	5/9
9787	978	6/9
9788	978	7/9
9789	978	8/9
9790	979	0/9
9791	X
9792	979	1/9
9793	979	2/9
9794	979	3/9
9795	979	4/9
9796	979	5/9
9797	979	6/9
9798	979	7/9
9799	X
9800	979	8/9
9801	980	0/8
9802	980	1/8
9803	980	2/8
9804	980	3/8
9805	980	4/8
9806	980	5/8
9807	X
9808	980	6/8
9809	980	7/8
9810	981	0/9
9811	981	1/9
9812	981	2/9
9813	981	3/9
9814	981	4/9
9815	X
9816	981	5/9
9817	981	6/9
9818	981	7/9
9819	981	8/9
9820	982	0/9
9821	982	1/9
9822	982	2/9
9823	X
9824	982	3/9
9825	982	4/9
9826	982	5/9
9827	982	6/9
9828	982	7/9
9829	982	8/9
9830	983	0/9
9831	X
9832	983	1/9
9833	983	2/9
9834	983	3/9
9835	983	4/9
9836	983	5/9
9837	983	6/9
9838	983	7/9
9839	X
9840	983	8/9
9841	984	0/8
9842	984	1/8
9843	984	2/8
9844	984	3/8
9845	984	4/8
9846	984	5/8
9847	X
9848	984	6/8
9849	984	7/8
9850	985	0/9
9851	985	1/9
9852	985	2/9
9853	985	3/9
9854	985	4/9
9855	X
9856	985	5/9
9857	985	6/9
9858	985	7/9
9859	985	8/9
9860	986	0/9
9861	986	1/9
9862	986	2/9
9863	X
9864	986	3/9
9865	986	4/9
9866	986	5/9
9867	986	6/9
9868	986	7/9
9869	986	8/9
9870	987	0/9
9871	X
9872	987	1/9
9873	987	2/9
9874	987	3/9
9875	987	4/9
9876	987	5/9
9877	987	6/9
9878	987	7/9
9879	X
9880	987	8/9
9881	988	0/8
9882	988	1/8
9883	988	2/8
9884	988	3/8
9885	988	4/8
9886	988	5/8
9887	X
9888	988	6/8
9889	988	7/8
9890	989	0/9
9891	989	1/9
9892	989	2/9
9893	989	3/9
9894	989	4/9
9895	X
9896	989	5/9
9897	989	6/9
9898	989	7/9
9899	989	8/9
9900	990	0/9
9901	990	1/9
9902	990	2/9
9903	X
9904	990	3/9
9905	990	4/9
9906	990	5/9
9907	990	6/9
9908	990	7/9
9909	990	8/9
9910	991	0/9
9911	X
9912	991	1/9
9913	991	2/9
9914	991	3/9
9915	991	4/9
9916	991	5/9
9917	991	6/9
9918	991	7/9
9919	X
9920	991	8/9
9921	992	0/8
9922	992	1/8
9923	992	2/8
9924	992	3/8
9925	992	4/8
9926	992	5/8
9927	X
9928	992	6/8
9929	992	7/8
9930	993	0/9
9931	993	1/9
9932	993	2/9
9933	993	3/9
9934	993	4/9
9935	X
9936	993	5/9
9937	993	6/9
9938	993	7/9
9939	993	8/9
9940	994	0/9
9941	994	1/9
9942	994	2/9
9943	X
9944	994	3/9
9945	994	4/9
9946	994	5/9
9947	994	6/9
9948	994	7/9
9949	994	8/9
9950	995	0/9
9951	X
9952	995	1/9
9953	995	2/9
9954	995	3/9
9955	995	4/9
9956	995	5/9
9957	995	6/9
9958	995	7/9
9959	X
9960	995	8/9
9961	996	0/8
9962	996	1/8
9963	996	2/8
9964	996	3/8
9965	996	4/8
9966	996	5/8
9967	X
9968	996	6/8
9969	996	7/8
9970	997	0/9
9971	997	1/9
9972	997	2/9
9973	997	3/9
9974	997	4/9
9975	X
9976	997	5/9
9977	997	6/9
9978	997	7/9
9979	997	8/9
9980	998	0/9
9981	998	1/9
9982	998	2/9
9983	X
9984	998	3/9
9985	998	4/9
9986	998	5/9
9987	998	6/9
9988	998	7/9
9989	998	8/9
9990	999	0/9
9991	X
9992	999	1/9
9993	999	2/9
9994	999	3/9
9995	999	4/9
9996	999	5/9
9997	999	6/9
9998	999	7/9
9999	X
10000	999	8/9
10001	1000	0/9
10002	1000	1/9
10003	1000	2/9
10004	1000	3/9
10005	1000	4/9
10006	1000	5/9
10007	X
10008	1000	6/9
10009	1000	7/9
10010	1000	8/9
10011	1001	0/9
10012	1001	1/9
10013	1001	2/9
10014	1001	3/9
10015	X
10016	1001	4/9
10017	1001	5/9
10018	1001	6/9
10019	1001	7/9
10020	1001	8/9
10021	1002	0/9
10022	1002	1/9
10023	X
10024	1002	2/9
10025	1002	3/9
10026	1002	4/9
10027	1002	5/9
10028	1002	6/9
10029	1002	7/9
10030	1002	8/9
10031	X
10032	1003	0/9
10033	1003	1/9
10034	1003	2/9
10035	1003	3/9
10036	1003	4/9
10037	1003	5/9
10038	1003	6/9
10039	X
10040	1003	7/9
10041	1003	8/9
10042	1004	0/8
10043	1004	1/8
10044	1004	2/8
10045	1004	3/8
10046	1004	4/8
10047	X
10048	1004	5/8
10049	1004	6/8
10050	1004	7/8
10051	1005	0/9
10052	1005	1/9
10053	1005	2/9
10054	1005	3/9
10055	X
10056	1005	4/9
10057	1005	5/9
10058	1005	6/9
10059	1005	7/9
10060	1005	8/9
10061	1006	0/9
10062	1006	1/9
10063	X
10064	1006	2/9
10065	1006	3/9
10066	1006	4/9
10067	1006	5/9
10068	1006	6/9
10069	1006	7/9
10070	1006	8/9
10071	X
10072	1007	0/9
10073	1007	1/9
10074	1007	2/9
10075	1007	3/9
10076	1007	4/9
10077	1007	5/9
10078	1007	6/9
10079	X
10080	1007	7/9
10081	1007	8/9
10082	1008	0/8
10083	1008	1/8
10084	1008	2/8
10085	1008	3/8
10086	1008	4/8
10087	X
10088	1008	5/8
10089	1008	6/8
10090	1008	7/8
10091	1009	0/9
10092	1009	1/9
10093	1009	2/9
10094	1009	3/9
10095	X
10096	1009	4/9
10097	1009	5/9
10098	1009	6/9
10099	1009	7/9
10100	1009	8/9
10101	1010	0/9
10102	1010	1/9
10103	X
10104	1010	2/9
10105	1010	3/9
10106	1010	4/9
10107	1010	5/9
10108	1010	6/9
10109	1010	7/9
10110	1010	8/9
10111	X
10112	1011	0/9
10113	1011	1/9
10114	1011	2/9
10115	1011	3/9
10116	1011	4/9
10117	1011	5/9
10118	1011	6/9
10119	X
10120	1011	7/9
10121	1011	8/9
10122	1012	0/8
10123	1012	1/8
10124	1012	2/8
10125	1012	3/8
10126	1012	4/8
10127	X
10128	1012	5/8
10129	1012	6/8
10130	1012	7/8
10131	1013	0/9
10132	1013	1/9
10133	1013	2/9
10134	1013	3/9
10135	X
10136	1013	4/9
10137	1013	5/9
10138	1013	6/9
10139	1013	7/9
10140	1013	8/9
10141	1014	0/9
10142	1014	1/9
10143	X
10144	1014	2/9
10145	1014	3/9
10146	1014	4/9
10147	1014	5/9
10148	1014	6/9
10149	1014	7/9
10150	1014	8/9
10151	X
10152	1015	0/9
10153	1015	1/9
10154	1015	2/9
10155	1015	3/9
10156	1015	4/9
10157	1015	5/9
10158	1015	6/9
10159	X
10160	1015	7/9
10161	1015	8/9
10162	1016	0/8
10163	1016	1/8
10164	1016	2/8
10165	1016	3/8
10166	1016	4/8
10167	X
10168	1016	5/8
10169	1016	6/8
10170	1016	7/8
10171	1017	0/9
10172	1017	1/9
10173	1017	2/9
10174	1017	3/9
10175	X
10176	1017	4/9
10177	1017	5/9
10178	1017	6/9
10179	1017	7/9
10180	1017	8/9
10181	1018	0/9
10182	1018	1/9
10183	X
10184	1018	2/9
10185	1018	3/9
10186	1018	4/9
10187	1018	5/9
10188	1018	6/9
10189	1018	7/9
10190	1018	8/9
10191	X
10192	1019	0/9
10193	1019	1/9
10194	1019	2/9
10195	1019	3/9
10196	1019	4/9
10197	1019	5/9
10198	1019	6/9
10199	X
10200	1019	7/9
10201	1019	8/9
10202	1020	0/8
10203	1020	1/8
10204	1020	2/8
10205	1020	3/8
10206	1020	4/8
10207	X
10208	1020	5/8
10209	1020	6/8
10210	1020	7/8
10211	1021	0/9
10212	1021	1/9
10213	1021	2/9
10214	1021	3/9
10215	X
10216	1021	4/9
10217	1021	5/9
10218	1021	6/9
10219	1021	7/9
10220	1021	8/9
10221	1022	0/9
10222	1022	1/9
10223	X
10224	1022	2/9
10225	1022	3/9
10226	1022	4/9
10227	1022	5/9
10228	1022	6/9
10229	1022	7/9
10230	1022	8/9
10231	X
10232	1023	0/9
10233	1023	1/9
10234	1023	2/9
10235	1023	3/9
10236	1023	4/9
10237	1023	5/9
10238	1023	6/9
10239	X
10240	1023	7/9
10241	1023	8/9
10242	1024	0/8
10243	1024	1/8
10244	1024	2/8
10245	1024	3/8
10246	1024	4/8
10247	X
10248	1024	5/8
10249	1024	6/8
10250	1024	7/8
10251	1025	0/9
10252	1025	1/9
10253	1025	2/9
10254	1025	3/9
10255	X
10256	1025	4/9
10257	1025	5/9
10258	1025	6/9
10259	1025	7/9
10260	1025	8/9
10261	1026	0/9
10262	1026	1/9
10263	X
10264	1026	2/9
10265	1026	3/9
10266	1026	4/9
10267	1026	5/9
10268	1026	6/9
10269	1026	7/9
10270	1026	8/9
10271	X
10272	1027	0/9
10273	1027	1/9
10274	1027	2/9
10275	1027	3/9
10276	1027	4/9
10277	1027	5/9
10278	1027	6/9
10279	X
10280	1027	7/9
10281	1027	8/9
10282	1028	0/8
10283	1028	1/8
10284	1028	2/8
10285	1028	3/8
10286	1028	4/8
10287	X
10288	1028	5/8
10289	1028	6/8
10290	1028	7/8
10291	1029	0/9
10292	1029	1/9
10293	1029	2/9
10294	1029	3/9
10295	X
10296	1029	4/9
10297	1029	5/9
10298	1029	6/9
10299	1029	7/9
10300	1029	8/9
10301	1030	0/9
10302	1030	1/9
10303	X
10304	1030	2/9
10305	1030	3/9
10306	1030	4/9
10307	1030	5/9
10308	1030	6/9
10309	1030	7/9
10310	1030	8/9
10311	X
10312	1031	0/9
10313	1031	1/9
10314	1031	2/9
10315	1031	3/9
10316	1031	4/9
10317	1031	5/9
10318	1031	6/9
10319	X
10320	1031	7/9
10321	1031	8/9
10322	1032	0/8
10323	1032	1/8
10324	1032	2/8
10325	1032	3/8
10326	1032	4/8
10327	X
10328	1032	5/8
10329	1032	6/8
10330	1032	7/8
10331	1033	0/9
10332	1033	1/9
10333	1033	2/9
10334	1033	3/9
10335	X
10336	1033	4/9
10337	1033	5/9
10338	1033	6/9
10339	1033	7/9
10340	1033	8/9
10341	1034	0/9
10342	1034	1/9
10343	X
10344	1034	2/9
10345	1034	3/9
10346	1034	4/9
10347	1034	5/9
10348	1034	6/9
10349	1034	7/9
10350	1034	8/9
10351	X
10352	1035	0/9
10353	1035	1/9
10354	1035	2/9
10355	1035	3/9
10356	1035	4/9
10357	1035	5/9
10358	1035	6/9
10359	X
10360	1035	7/9
10361	1035	8/9
10362	1036	0/8
10363	1036	1/8
10364	1036	2/8
10365	1036	3/8
10366	1036	4/8
10367	X
10368	1036	5/8
10369	1036	6/8
10370	1036	7/8
10371	1037	0/9
10372	1037	1/9
10373	1037	2/9
10374	1037	3/9
10375	X
10376	1037	4/9
10377	1037	5/9
10378	1037	6/9
10379	1037	7/9
10380	1037	8/9
10381	1038	0/9
10382	1038	1/9
10383	X
10384	1038	2/9
10385	1038	3/9
10386	1038	4/9
10387	1038	5/9
10388	1038	6/9
10389	1038	7/9
10390	1038	8/9
10391	X
10392	1039	0/9
10393	1039	1/9
10394	1039	2/9
10395	1039	3/9
10396	1039	4/9
10397	1039	5/9
10398	1039	6/9
10399	X
10400	1039	7/9
10401	1039	8/9
10402	1040	0/8
10403	1040	1/8
10404	1040	2/8
10405	1040	3/8
10406	1040	4/8
10407	X
10408	1040	5/8
10409	1040	6/8
10410	1040	7/8
10411	1041	0/9
10412	1041	1/9
10413	1041	2/9
10414	1041	3/9
10415	X
10416	1041	4/9
10417	1041	5/9
10418	1041	6/9
10419	1041	7/9
10420	1041	8/9
10421	1042	0/9
10422	1042	1/9
10423	X
10424	1042	2/9
10425	1042	3/9
10426	1042	4/9
10427	1042	5/9
10428	1042	6/9
10429	1042	7/9
10430	1042	8/9
10431	X
10432	1043	0/9
10433	1043	1/9
10434	1043	2/9
10435	1043	3/9
10436	1043	4/9
10437	1043	5/9
10438	1043	6/9
10439	X
10440	1043	7/9
10441	1043	8/9
10442	1044	0/8
10443	1044	1/8
10444	1044	2/8
10445	1044	3/8
10446	1044	4/8
10447	X
10448	1044	5/8
10449	1044	6/8
10450	1044	7/8
10451	1045	0/9
10452	1045	1/9
10453	1045	2/9
10454	1045	3/9
10455	X
10456	1045	4/9
10457	1045	5/9
10458	1045	6/9
10459	1045	7/9
10460	1045	8/9
10461	1046	0/9
10462	1046	1/9
10463	X
10464	1046	2/9
10465	1046	3/9
10466	1046	4/9
10467	1046	5/9
10468	1046	6/9
10469	1046	7/9
10470	1046	8/9
10471	X
10472	1047	0/9
10473	1047	1/9
10474	1047	2/9
10475	1047	3/9
10476	1047	4/9
10477	1047	5/9
10478	1047	6/9
10479	X
10480	1047	7/9
10481	1047	8/9
10482	1048	0/8
10483	1048	1/8
10484	1048	2/8
10485	1048	3/8
10486	1048	4/8
10487	X
10488	1048	5/8
10489	1048	6/8
10490	1048	7/8
10491	1049	0/9
10492	1049	1/9
10493	1049	2/9
10494	1049	3/9
10495	X
10496	1049	4/9
10497	1049	5/9
10498	1049	6/9
10499	1049	7/9
10500	1049	8/9
10501	1050	0/9
10502	1050	1/9
10503	X
10504	1050	2/9
10505	1050	3/9
10506	1050	4/9
10507	1050	5/9
10508	1050	6/9
10509	1050	7/9
10510	1050	8/9
10511	X
10512	1051	0/9
10513	1051	1/9
10514	1051	2/9
10515	1051	3/9
10516	1051	4/9
10517	1051	5/9
10518	1051	6/9
10519	X
10520	1051	7/9
10521	1051	8/9
10522	1052	0/8
10523	1052	1/8
10524	1052	2/8
10525	1052	3/8
10526	1052	4/8
10527	X
10528	1052	5/8
10529	1052	6/8
10530	1052	7/8
10531	1053	0/9
10532	1053	1/9
10533	1053	2/9
10534	1053	3/9
10535	X
10536	1053	4/9
10537	1053	5/9
10538	1053	6/9
10539	1053	7/9
10540	1053	8/9
10541	1054	0/9
10542	1054	1/9
10543	X
10544	1054	2/9
10545	1054	3/9
10546	1054	4/9
10547	1054	5/9
10548	1054	6/9
10549	1054	7/9
10550	1054	8/9
10551	X
10552	1055	0/9
10553	1055	1/9
10554	1055	2/9
10555	1055	3/9
10556	1055	4/9
10557	1055	5/9
10558	1055	6/9
10559	X
10560	1055	7/9
10561	1055	8/9
10562	1056	0/8
10563	1056	1/8
10564	1056	2/8
10565	1056	3/8
10566	1056	4/8
10567	X
10568	1056	5/8
10569	1056	6/8
10570	1056	7/8
10571	1057	0/9
10572	1057	1/9
10573	1057	2/9
10574	1057	3/9
10575	X
10576	1057	4/9
10577	1057	5/9
10578	1057	6/9
10579	1057	7/9
10580	1057	8/9
10581	1058	0/9
10582	1058	1/9
10583	X
10584	1058	2/9
10585	1058	3/9
10586	1058	4/9
10587	1058	5/9
10588	1058	6/9
10589	1058	7/9
10590	1058	8/9
10591	X
10592	1059	0/9
10593	1059	1/9
10594	1059	2/9
10595	1059	3/9
10596	1059	4/9
10597	1059	5/9
10598	1059	6/9
10599	X
10600	1059	7/9
10601	1059	8/9
10602	1060	0/8
10603	1060	1/8
10604	1060	2/8
10605	1060	3/8
10606	1060	4/8
10607	X
10608	1060	5/8
10609	1060	6/8
10610	1060	7/8
10611	1061	0/9
10612	1061	1/9
10613	1061	2/9
10614	1061	3/9
10615	X
10616	1061	4/9
10617	1061	5/9
10618	1061	6/9
10619	1061	7/9
10620	1061	8/9
10621	1062	0/9
10622	1062	1/9
10623	X
10624	1062	2/9
10625	1062	3/9
10626	1062	4/9
10627	1062	5/9
10628	1062	6/9
10629	1062	7/9
10630	1062	8/9
10631	X
10632	1063	0/9
10633	1063	1/9
10634	1063	2/9
10635	1063	3/9
10636	1063	4/9
10637	1063	5/9
10638	1063	6/9
10639	X
10640	1063	7/9
10641	1063	8/9
10642	1064	0/8
10643	1064	1/8
10644	1064	2/8
10645	1064	3/8
10646	1064	4/8
10647	X
10648	1064	5/8
10649	1064	6/8
10650	1064	7/8
10651	1065	0/9
10652	1065	1/9
10653	1065	2/9
10654	1065	3/9
10655	X
10656	1065	4/9
10657	1065	5/9
10658	1065	6/9
10659	1065	7/9
10660	1065	8/9
10661	1066	0/9
10662	1066	1/9
10663	X
10664	1066	2/9
10665	1066	3/9
10666	1066	4/9
10667	1066	5/9
10668	1066	6/9
10669	1066	7/9
10670	1066	8/9
10671	X
10672	1067	0/9
10673	1067	1/9
10674	1067	2/9
10675	1067	3/9
10676	1067	4/9
10677	1067	5/9
10678	1067	6/9
10679	X
10680	1067	7/9
10681	1067	8/9
10682	1068	0/8
10683	1068	1/8
10684	1068	2/8
10685	1068	3/8
10686	1068	4/8
10687	X
10688	1068	5/8
10689	1068	6/8
10690	1068	7/8
10691	1069	0/9
10692	1069	1/9
10693	1069	2/9
10694	1069	3/9
10695	X
10696	1069	4/9
10697	1069	5/9
10698	1069	6/9
10699	1069	7/9
10700	1069	8/9
10701	1070	0/9
10702	1070	1/9
10703	X
10704	1070	2/9
10705	1070	3/9
10706	1070	4/9
10707	1070	5/9
10708	1070	6/9
10709	1070	7/9
10710	1070	8/9
10711	X
10712	1071	0/9
10713	1071	1/9
10714	1071	2/9
10715	1071	3/9
10716	1071	4/9
10717	1071	5/9
10718	1071	6/9
10719	X
10720	1071	7/9
10721	1071	8/9
10722	1072	0/8
10723	1072	1/8
10724	1072	2/8
10725	1072	3/8
10726	1072	4/8
10727	X
10728	1072	5/8
10729	1072	6/8
10730	1072	7/8
10731	1073	0/9
10732	1073	1/9
10733	1073	2/9
10734	1073	3/9
10735	X
10736	1073	4/9
10737	1073	5/9
10738	1073	6/9
10739	1073	7/9
10740	1073	8/9
10741	1074	0/9
10742	1074	1/9
10743	X
10744	1074	2/9
10745	1074	3/9
10746	1074	4/9
10747	1074	5/9
10748	1074	6/9
10749	1074	7/9
10750	1074	8/9
10751	X
10752	1075	0/9
10753	1075	1/9
10754	1075	2/9
